id,channel,title,url,published,views,duration,baseline,multiple,views_per_day,vpd_multiple
gEMx7kt7n4E,Low Level,I hate to say it but the router situation is insane,https://www.youtube.com/watch?v=gEMx7kt7n4E,2026-06-19,176953,606,276194,0.64,3469.7,0.92
CjC_9gkqLOo,Low Level,how is this still possible in 2026?,https://www.youtube.com/watch?v=CjC_9gkqLOo,2026-05-11,177806,648,276194,0.64,1975.6,0.53
QwU9L0JMLsY,Low Level,I dove down the 7z rabbit hole,https://www.youtube.com/watch?v=QwU9L0JMLsY,2026-08-07,174664,551,276194,0.63,87332.0,23.28
Nl27jPrXOrE,Low Level,"No, Seriously. AI is REALLY Good at Hacking Now",https://www.youtube.com/watch?v=Nl27jPrXOrE,2026-04-01,173578,584,276194,0.63,1335.2,0.36
E0A7IrJtpUY,Low Level,This Hack Effects Millions of Devices,https://www.youtube.com/watch?v=E0A7IrJtpUY,2026-07-09,147052,542,276194,0.53,4743.6,1.26
umyoCyZCkyg,Low Level,This affects so many companies..,https://www.youtube.com/watch?v=umyoCyZCkyg,2026-05-13,133386,596,276194,0.48,1515.8,0.40
cX3G0cPRJiA,Low Level,Its Finally Over?,https://www.youtube.com/watch?v=cX3G0cPRJiA,2026-06-17,129054,647,276194,0.47,2435.0,0.65
UQhHpmMZIms,Low Level,what the hell is even happening,https://www.youtube.com/watch?v=UQhHpmMZIms,2026-05-15,126155,603,276194,0.46,1466.9,0.39
h7apO7q16V0,Reducible,The Fast Fourier Transform (FFT): Most Ingenious Algorithm Ever?,https://www.youtube.com/watch?v=h7apO7q16V0,2020-11-14,2244529,1703,376612,5.96,1071.9,5.59
ngCos392W4w,Reducible,5 Simple Steps for Solving Any Recursive Problem,https://www.youtube.com/watch?v=ngCos392W4w,2019-12-12,1532771,1263,376612,4.07,630.3,3.29
aPQY__2H3tE,Reducible,5 Simple Steps for Solving Dynamic Programming Problems,https://www.youtube.com/watch?v=aPQY__2H3tE,2020-08-16,1475709,1287,376612,3.92,675.7,3.52
0me3guauqOU,Reducible,The Unreasonable Effectiveness of JPEG: A Signal Processing Approach,https://www.youtube.com/watch?v=0me3guauqOU,2022-01-19,1259686,2088,376612,3.34,757.5,3.95
LFKZLXVO-Dg,Reducible,Introduction to Graph Theory: A Computer Science Perspective,https://www.youtube.com/watch?v=LFKZLXVO-Dg,2020-06-14,774487,986,376612,2.06,344.7,1.80
EFUYNoFRHQI,Reducible,How PNG Works: Compromising Speed for Quality,https://www.youtube.com/watch?v=EFUYNoFRHQI,2022-03-29,746660,1920,376612,1.98,468.4,2.44
rf6uf3jNjbo,Reducible,Towers of Hanoi: A Complete Recursive Visualization,https://www.youtube.com/watch?v=rf6uf3jNjbo,2020-05-26,657300,1273,376612,1.75,290.1,1.51
eED4bSkYCB8,Reducible,Building Collision Simulations: An Introduction to Computer Graphics,https://www.youtube.com/watch?v=eED4bSkYCB8,2021-01-19,533411,1685,376612,1.42,263.0,1.37
PMMc4VsIacU,Reducible,"Depth First Search (DFS) Explained: Algorithm, Examples, and Code",https://www.youtube.com/watch?v=PMMc4VsIacU,2020-07-05,533648,1252,376612,1.42,239.7,1.25
6oMZb3yP_H8,Reducible,How Computers Draw Weird Shapes (Marching Squares),https://www.youtube.com/watch?v=6oMZb3yP_H8,2021-11-05,429191,1680,376612,1.14,246.9,1.29
xlVX7dXLS64,Reducible,Breadth First Search (BFS): Visualized and Explained,https://www.youtube.com/watch?v=xlVX7dXLS64,2020-09-26,383035,641,376612,1.02,178.7,0.93
ajv46BSqcK4,Reducible,A Strange But Elegant Approach to a Surprisingly Hard Problem (GJK Algorithm),https://www.youtube.com/watch?v=ajv46BSqcK4,2021-03-24,376612,1913,376612,1.00,191.8,1.00
GiDsjIBOVoA,Reducible,The Traveling Salesman Problem: When Good Enough Beats Perfect,https://www.youtube.com/watch?v=GiDsjIBOVoA,2022-07-26,372622,1827,376612,0.99,252.6,1.32
Q_1M2JaijjQ,Reducible,What Is Big O Notation?,https://www.youtube.com/watch?v=Q_1M2JaijjQ,2020-03-29,335922,1065,376612,0.89,144.5,0.75
B3y0RsVCyrw,Reducible,Huffman Codes: An Information Theory Perspective,https://www.youtube.com/watch?v=B3y0RsVCyrw,2021-07-30,286509,1751,376612,0.76,156.1,0.81
JGQe4kiPnrU,Reducible,PageRank: A Trillion Dollar Algorithm,https://www.youtube.com/watch?v=JGQe4kiPnrU,2022-05-23,189972,1526,376612,0.50,123.4,0.64
yYEMxqreA10,Reducible,The Discrete Fourier Transform: Most Important Algorithm Ever?,https://www.youtube.com/watch?v=yYEMxqreA10,2023-01-23,151805,1764,376612,0.40,117.3,0.61
5AllG-i_yto,Reducible,What if you had to invent a dynamic array?,https://www.youtube.com/watch?v=5AllG-i_yto,2019-10-28,144113,861,376612,0.38,58.2,0.30
Ty0JcR6Dvis,Reducible,FFT Example: Unraveling the Recursion,https://www.youtube.com/watch?v=Ty0JcR6Dvis,2020-11-15,99871,459,376612,0.27,47.7,0.25
88I6IidylGc,Reducible,A* Search: How Your Map Applications Find Shortest Routes,https://www.youtube.com/watch?v=88I6IidylGc,2024-07-27,96862,977,376612,0.26,130.4,0.68
Ij7NQ-0mIVA,Reducible,The Simple and Elegant Idea behind Efficient Dynamic Arrays,https://www.youtube.com/watch?v=Ij7NQ-0mIVA,2019-12-04,66143,473,376612,0.18,27.1,0.14
VAt2mR7gY0k,Reducible,What Actually Is a Data Structure?,https://www.youtube.com/watch?v=VAt2mR7gY0k,2019-10-12,38792,224,376612,0.10,15.6,0.08
FtwF6cmzamo,Reducible,A Preview for Data Structures and Algorithms,https://www.youtube.com/watch?v=FtwF6cmzamo,2019-10-12,26607,216,376612,0.07,10.7,0.06
B2A2pGrDG8I,Spanning Tree,What Is the Pigeonhole Principle?,https://www.youtube.com/watch?v=B2A2pGrDG8I,2020-08-02,3527681,503,186769,18.89,1605.0,12.11
EFg3u_E6eHU,Spanning Tree,How Dijkstra's Algorithm Works,https://www.youtube.com/watch?v=EFg3u_E6eHU,2020-08-15,2058165,511,186769,11.02,942.0,7.11
INEtYZqtjTo,Spanning Tree,Understanding Logic Gates,https://www.youtube.com/watch?v=INEtYZqtjTo,2020-06-15,1349941,448,186769,7.23,601.0,4.53
K1a2Bk8NrYQ,Spanning Tree,Understanding B-Trees: The Data Structure Behind Modern Databases,https://www.youtube.com/watch?v=K1a2Bk8NrYQ,2024-04-29,1111357,759,186769,5.95,1335.8,10.08
goQ4ii-zBMw,Spanning Tree,The Mathematical Danger of Democratic Voting,https://www.youtube.com/watch?v=goQ4ii-zBMw,2020-06-02,1040077,494,186769,5.57,460.4,3.47
w6E7aQnA4Ws,Spanning Tree,A Computer Built With Dominos,https://www.youtube.com/watch?v=w6E7aQnA4Ws,2020-07-27,863911,490,186769,4.63,392.0,2.96
74ZNSQp-O3I,Spanning Tree,Can You Always Win a Game of Tetris?,https://www.youtube.com/watch?v=74ZNSQp-O3I,2020-09-07,530469,393,186769,2.84,245.4,1.85
I6Unxb-PFhs,Spanning Tree,How to Send a Secret Message,https://www.youtube.com/watch?v=I6Unxb-PFhs,2020-06-11,477882,313,186769,2.56,212.4,1.60
85oMrKd8afY,Spanning Tree,Diffie-Hellman Key Exchange: How to Share a Secret,https://www.youtube.com/watch?v=85oMrKd8afY,2024-05-27,451362,549,186769,2.42,561.4,4.24
xOayymoIl8U,Spanning Tree,The Science Behind Elevators,https://www.youtube.com/watch?v=xOayymoIl8U,2020-07-03,336462,271,186769,1.80,151.0,1.14
C4ATDMIz5wc,Spanning Tree,AES: How to Design Secure Encryption,https://www.youtube.com/watch?v=C4ATDMIz5wc,2023-08-22,295146,937,186769,1.58,272.5,2.06
AE5I0xACpZs,Spanning Tree,What Is a Binary Heap?,https://www.youtube.com/watch?v=AE5I0xACpZs,2020-07-16,281165,525,186769,1.51,126.9,0.96
SLgZhpDsrfc,Spanning Tree,Minimax: How Computers Play Games,https://www.youtube.com/watch?v=SLgZhpDsrfc,2023-04-19,266465,877,186769,1.43,220.6,1.66
MqnpIwN7dz0,Spanning Tree,Race Conditions and How to Prevent Them - A Look at Dekker's Algorithm,https://www.youtube.com/watch?v=MqnpIwN7dz0,2020-07-12,245328,414,186769,1.31,110.6,0.83
5NGKbiA04Cw,Spanning Tree,An Introduction to Propositional Logic,https://www.youtube.com/watch?v=5NGKbiA04Cw,2022-12-11,196324,632,186769,1.05,146.8,1.11
meonLcN7LD4,Spanning Tree,How Google's PageRank Algorithm Works,https://www.youtube.com/watch?v=meonLcN7LD4,2020-06-17,177214,317,186769,0.95,79.0,0.60
oifN-YVlrq8,Spanning Tree,How to Count Dice Rolls - An Introduction to Dynamic Programming,https://www.youtube.com/watch?v=oifN-YVlrq8,2020-05-31,163860,562,186769,0.88,72.5,0.55
kfFacplFY4Y,Spanning Tree,What Are Bloom Filters?,https://www.youtube.com/watch?v=kfFacplFY4Y,2020-06-22,154778,363,186769,0.83,69.1,0.52
bbkcEiUjehk,Spanning Tree,How Floating-Point Numbers Are Represented,https://www.youtube.com/watch?v=bbkcEiUjehk,2024-11-28,147464,596,186769,0.79,238.2,1.80
yj6wo5SCObY,Spanning Tree,How do computers add numbers so quickly?,https://www.youtube.com/watch?v=yj6wo5SCObY,2024-02-27,123529,555,186769,0.66,138.2,1.04
Yldkh0aOEcg,Spanning Tree,How Do You Calculate a Minimum Spanning Tree?,https://www.youtube.com/watch?v=Yldkh0aOEcg,2019-11-24,119053,672,186769,0.64,48.6,0.37
Kzx88YBF7dY,Spanning Tree,Understanding the Halting Problem,https://www.youtube.com/watch?v=Kzx88YBF7dY,2023-05-07,118598,393,186769,0.63,99.7,0.75
0cHHKDAelCo,Spanning Tree,Randomness and Kolmogorov Complexity,https://www.youtube.com/watch?v=0cHHKDAelCo,2020-07-23,109957,343,186769,0.59,49.8,0.38
NQ4gLJYspdA,Spanning Tree,Hamming Codes - How Data Corrects Itself,https://www.youtube.com/watch?v=NQ4gLJYspdA,2020-06-07,71836,447,186769,0.38,31.9,0.24
yAj_JhJoNDo,Spanning Tree,When to Launch a Mars Mission,https://www.youtube.com/watch?v=yAj_JhJoNDo,2020-08-06,59101,366,186769,0.32,26.9,0.20
UWAtCiK4cK0,Spanning Tree,How Fast Could a Computer Be?,https://www.youtube.com/watch?v=UWAtCiK4cK0,2020-08-22,54735,403,186769,0.29,25.1,0.19
Ip6RIHwi21c,Spanning Tree,"Perceptrons: The First Trainable Neural Networks | Teaching Computers to Learn, Part 3",https://www.youtube.com/watch?v=Ip6RIHwi21c,2025-02-10,51395,744,186769,0.28,94.3,0.71
HzLom8rk2zo,Spanning Tree,"Teaching Computers to Learn, Part 1",https://www.youtube.com/watch?v=HzLom8rk2zo,2024-07-28,29605,546,186769,0.16,39.9,0.30
_GkNhKqsgVQ,Spanning Tree,"Mathematical Origins of Machine Learning | Teaching Computers to Learn, Part 2",https://www.youtube.com/watch?v=_GkNhKqsgVQ,2024-08-12,23835,685,186769,0.13,32.8,0.25
yNDEg9elOHY,Spanning Tree,Pattern Matching in Python?,https://www.youtube.com/watch?v=yNDEg9elOHY,2020-06-24,20803,563,186769,0.11,9.3,0.07
7DKv5H5Frt0,Tom Scott,"After ten years, it's time to stop weekly videos.",https://www.youtube.com/watch?v=7DKv5H5Frt0,2024-01-01,12151675,491,1359669,8.94,12777.8,1.19
XQIu5tZ0vbQ,Tom Scott,0-100 in less than a second. And I'm driving.,https://www.youtube.com/watch?v=XQIu5tZ0vbQ,2023-10-23,5036442,328,1359669,3.70,4932.9,0.46
LDiXNsWQzD0,Tom Scott,Why use many streetlights when one will do?,https://www.youtube.com/watch?v=LDiXNsWQzD0,2023-11-27,4131892,338,1359669,3.04,4190.6,0.39
j3OqAN4ISOw,Tom Scott,Boarding planes could have been very different,https://www.youtube.com/watch?v=j3OqAN4ISOw,2023-10-30,3744540,309,1359669,2.75,3692.8,0.34
lIbfMjZ0ME4,Tom Scott,Every mistake I've made since 2014.,https://www.youtube.com/watch?v=lIbfMjZ0ME4,2023-11-13,2471342,727,1359669,1.82,2471.3,0.23
GpaNijzRaJI,Tom Scott,"I helped break a 142-year-old bell, and that's okay.",https://www.youtube.com/watch?v=GpaNijzRaJI,2026-03-30,2215290,1925,1359669,1.63,16782.5,1.56
Zl_5LT2fzak,Tom Scott,Why the government drops flies on California,https://www.youtube.com/watch?v=Zl_5LT2fzak,2023-12-18,2200615,396,1359669,1.62,2280.4,0.21
F0JDK_71yDg,Tom Scott,People are going to be angry about pylons.,https://www.youtube.com/watch?v=F0JDK_71yDg,2023-12-25,2115784,438,1359669,1.56,2208.5,0.21
hNZy603as5w,Tom Scott,A robot just swapped my electric car's battery,https://www.youtube.com/watch?v=hNZy603as5w,2023-12-11,2123008,324,1359669,1.56,2184.2,0.20
pU9sHwNKc2c,Tom Scott,Why don't subtitles match dubbing?,https://www.youtube.com/watch?v=pU9sHwNKc2c,2023-12-04,1999604,506,1359669,1.47,2042.5,0.19
V2lEgMHF2Fo,Tom Scott,I should not have liked the world’s first smart home.,https://www.youtube.com/watch?v=V2lEgMHF2Fo,2026-05-18,1700196,1533,1359669,1.25,20484.3,1.90
jplrbxI5GN8,Tom Scott,These tiny ships have a serious purpose,https://www.youtube.com/watch?v=jplrbxI5GN8,2023-11-20,1648519,641,1359669,1.21,1660.1,0.15
CmZdGo6b5yA,Tom Scott,Does the language you speak change how you think?,https://www.youtube.com/watch?v=CmZdGo6b5yA,2023-11-06,1533165,325,1359669,1.13,1522.5,0.14
Mi_fYfpycT0,Tom Scott,We can't invent a robot better than these ferrets,https://www.youtube.com/watch?v=Mi_fYfpycT0,2026-06-22,1401104,1293,1359669,1.03,29189.7,2.71
jUa2x_xpFuM,Tom Scott,I have a weird conspiracy theory about this bridge,https://www.youtube.com/watch?v=jUa2x_xpFuM,2026-07-20,1357611,760,1359669,1.00,67880.6,6.31
zKx1VJsLsfk,Tom Scott,They can fly 200 miles with no fuel. Here's how.,https://www.youtube.com/watch?v=zKx1VJsLsfk,2026-04-06,1361728,1648,1359669,1.00,10893.8,1.01
cMYYcddinkE,Tom Scott,Hello from inside a tiny boat.,https://www.youtube.com/watch?v=cMYYcddinkE,2026-05-04,1294796,1439,1359669,0.95,13348.4,1.24
PTEkUe1k6gc,Tom Scott,"""I feel like I've just destroyed evidence!""",https://www.youtube.com/watch?v=PTEkUe1k6gc,2026-04-13,1248332,1772,1359669,0.92,10579.1,0.98
NxZOBBenmZM,Tom Scott,The mist that keeps the Tyne Tunnels safe,https://www.youtube.com/watch?v=NxZOBBenmZM,2026-05-25,1193231,1304,1359669,0.88,15700.4,1.46
omYfLDlt-MA,Tom Scott,Why do some British trains still rely on old levers?,https://www.youtube.com/watch?v=omYfLDlt-MA,2026-06-08,1187316,1550,1359669,0.87,19150.3,1.78
Wp-TX1FoEN4,Tom Scott,These people walk towards mining disasters.,https://www.youtube.com/watch?v=Wp-TX1FoEN4,2026-04-20,963121,1291,1359669,0.71,8676.8,0.81
SzM1hpnXux4,Tom Scott,I'm so glad this hidden monorail broke down.,https://www.youtube.com/watch?v=SzM1hpnXux4,2026-08-03,883164,1642,1359669,0.65,147194.0,13.69
Pwn8IrDeiwc,Tom Scott,I took a long walk on a dangerous beach.,https://www.youtube.com/watch?v=Pwn8IrDeiwc,2026-06-01,829426,1575,1359669,0.61,12020.7,1.12
aZRXpmnys7I,Tom Scott,"If you found candy with my name in it, here's why.",https://www.youtube.com/watch?v=aZRXpmnys7I,2026-05-11,808923,1022,1359669,0.59,8988.0,0.84
8IsbKH-EsAY,Tom Scott,I get excited about &.,https://www.youtube.com/watch?v=8IsbKH-EsAY,2026-07-27,761106,1420,1359669,0.56,58546.6,5.44
YrZyJuaBfKA,Tom Scott,I cannot believe Jodrell Bank let me do this,https://www.youtube.com/watch?v=YrZyJuaBfKA,2026-06-15,685614,1390,1359669,0.50,12465.7,1.16
-v2ZhcJcnBE,Tom Scott,I was not prepared for a mannequin that can bleed.,https://www.youtube.com/watch?v=-v2ZhcJcnBE,2026-04-27,683201,1716,1359669,0.50,6569.2,0.61
blubg9l8AVc,Tom Scott,"To help fire this trebuchet, I climbed inside it",https://www.youtube.com/watch?v=blubg9l8AVc,2026-07-06,585514,1375,1359669,0.43,17221.0,1.60
WGia1R3xacM,Tom Scott,"If I get this wrong, 50,000 people will hear it.",https://www.youtube.com/watch?v=WGia1R3xacM,2026-07-13,574139,1394,1359669,0.42,21264.4,1.98
hCZwH5CSlEY,Tom Scott,I got hit in the teeth at England's oldest ritual,https://www.youtube.com/watch?v=hCZwH5CSlEY,2026-06-29,435203,915,1359669,0.32,10614.7,0.99
MiUHjLxm3V0,Veritasium,The World's Most Important Machine,https://www.youtube.com/watch?v=MiUHjLxm3V0,2025-12-31,35419576,3300,9283231,3.82,160269.6,2.94
tZ8ehplVFp4,Veritasium,Why Do Escalator Steps Have Teeth?,https://www.youtube.com/watch?v=tZ8ehplVFp4,2025-09-11,16379926,1338,9283231,1.76,49337.1,0.91
NIk_0AW5hFU,Veritasium,There Is Something Faster Than Light,https://www.youtube.com/watch?v=NIk_0AW5hFU,2025-12-19,15492212,2656,9283231,1.67,66490.2,1.22
aoag03mSuXQ,Veritasium,The Internet Was Weeks Away From Disaster And No One Knew,https://www.youtube.com/watch?v=aoag03mSuXQ,2026-02-25,15045939,3180,9283231,1.62,91187.5,1.67
QtxVdC7pBQM,Veritasium,The Ridiculous Engineering Of Jet Engines,https://www.youtube.com/watch?v=QtxVdC7pBQM,2025-11-17,14234216,2374,9283231,1.53,53714.0,0.99
CYlon2tvywA,Veritasium,Can you really reach anyone in 6 steps?,https://www.youtube.com/watch?v=CYlon2tvywA,2025-09-30,10948414,1997,9283231,1.18,34979.0,0.64
P-4pbFcERnk,Veritasium,What Happens If You Keep Slowing Down?,https://www.youtube.com/watch?v=P-4pbFcERnk,2026-01-19,10901838,1809,9283231,1.17,53969.5,0.99
jjp3WC8Unj8,Veritasium,What happens if you drop 0.125 grams of antimatter?,https://www.youtube.com/watch?v=jjp3WC8Unj8,2026-04-05,10565788,3534,9283231,1.14,83855.5,1.54
onr80iOoEXs,Veritasium,Alfred Nobel: The Man Who Fooled The World,https://www.youtube.com/watch?v=onr80iOoEXs,2025-09-21,10557041,2769,9283231,1.14,32785.8,0.60
cMx139eTxoc,Veritasium,The asbestos problem is worse than we thought,https://www.youtube.com/watch?v=cMx139eTxoc,2026-02-17,10187304,3286,9283231,1.10,58886.2,1.08
tz23G_UXCGA,Veritasium,Something is jamming GPS over Europe. Here's what we found,https://www.youtube.com/watch?v=tz23G_UXCGA,2026-06-05,9993632,2057,9283231,1.08,153748.2,2.82
ksn5yrsC3Wg,Veritasium,The Crystal That Could Destroy All Medicine,https://www.youtube.com/watch?v=ksn5yrsC3Wg,2026-04-29,9924331,2005,9283231,1.07,97297.4,1.79
HBluLfX2F_k,Veritasium,You've (Likely) Been Playing The Game Of Life Wrong,https://www.youtube.com/watch?v=HBluLfX2F_k,2025-11-26,9870857,2713,9283231,1.06,38558.0,0.71
XKSjCOKDtpk,Veritasium,Do we know how magnets work yet?,https://www.youtube.com/watch?v=XKSjCOKDtpk,2026-01-29,9491935,2153,9283231,1.02,49437.2,0.91
9szhjhO9epA,Veritasium,We Made A Giant Zipper To Explain How It Works,https://www.youtube.com/watch?v=9szhjhO9epA,2026-03-19,9250646,1245,9283231,1.00,64689.8,1.19
Y-W-w8yNiKU,Veritasium,Why is there antimatter?,https://www.youtube.com/watch?v=Y-W-w8yNiKU,2025-12-05,9315817,2123,9283231,1.00,37715.9,0.69
6HVYHNTDOFs,Veritasium,Why Cold Drinks Were Deadly Before 1914,https://www.youtube.com/watch?v=6HVYHNTDOFs,2026-02-03,9052888,1817,9283231,0.98,48411.2,0.89
XX7PdJIGiCw,Veritasium,The Most Controversial Idea In Biology,https://www.youtube.com/watch?v=XX7PdJIGiCw,2025-10-31,8580271,1730,9283231,0.92,30426.5,0.56
Ol18JoeXlVI,Veritasium,This Paradox Splits Smart People 50/50,https://www.youtube.com/watch?v=Ol18JoeXlVI,2026-03-09,8416222,1540,9283231,0.91,55008.0,1.01
kS-CGkiPetQ,Veritasium,Google Maps is unreasonably fast. Let me explain,https://www.youtube.com/watch?v=kS-CGkiPetQ,2026-05-30,7864161,1794,9283231,0.85,110762.8,2.03
PPJ6NJkmDAo,Veritasium,"How easy is it to steal $10,000 from a locked phone?",https://www.youtube.com/watch?v=PPJ6NJkmDAo,2026-04-15,7838409,1544,9283231,0.84,67572.5,1.24
9M_QK4stCJU,Veritasium,Why People Are So Confident When They're Wrong,https://www.youtube.com/watch?v=9M_QK4stCJU,2025-11-12,6098362,1442,9283231,0.66,22586.5,0.41
YSJY3DvnybE,Veritasium,The Secret Spy Tech Inside Every Credit Card,https://www.youtube.com/watch?v=YSJY3DvnybE,2026-03-26,5857003,1723,9283231,0.63,43066.2,0.79
8HBDE-msUjw,Veritasium,"We're 99.9% sure this pattern is true, but no one can prove it",https://www.youtube.com/watch?v=8HBDE-msUjw,2026-06-14,5785617,2490,9283231,0.62,103314.6,1.90
tL9Lw250spc,Veritasium,Why does every mammal get 1 billion heartbeats in their life?,https://www.youtube.com/watch?v=tL9Lw250spc,2026-07-25,5081270,2132,9283231,0.55,338751.3,6.22
piHGnG4LsmQ,Veritasium,The Future of Veritasium,https://www.youtube.com/watch?v=piHGnG4LsmQ,2025-12-24,5010224,1055,9283231,0.54,21974.7,0.40
wt4p2oalmRY,Veritasium,Is spider web really stronger than steel?,https://www.youtube.com/watch?v=wt4p2oalmRY,2026-08-02,4754962,1618,9283231,0.51,679280.3,12.47
GK2pZ_oVU1o,Veritasium,The Scariest Chart in Electrical Engineering,https://www.youtube.com/watch?v=GK2pZ_oVU1o,2026-07-14,4757090,2384,9283231,0.51,182965.0,3.36
SVTPv4sI_Jc,Veritasium,The CIA's new tech doesn't make sense,https://www.youtube.com/watch?v=SVTPv4sI_Jc,2026-05-03,2807772,1278,9283231,0.30,28650.7,0.53
mvcesPWvUIc,Veritasium,We've Been Using The Wrong Science In Court For 50 years,https://www.youtube.com/watch?v=mvcesPWvUIc,2026-06-22,2417125,1402,9283231,0.26,50356.8,0.92
nD-Dco7xSSU,Welch Labs,Oppenheimer's Apocalypse Math,https://www.youtube.com/watch?v=nD-Dco7xSSU,2023-07-16,3901465,332,371590,10.50,3483.5,2.86
y-FuqptTZow,Welch Labs,The Most Dangerous Rock in the World,https://www.youtube.com/watch?v=y-FuqptTZow,2023-06-24,3189410,791,371590,8.58,2792.8,2.29
UZDiGooFs54,Welch Labs,The moment we stopped understanding AI [AlexNet],https://www.youtube.com/watch?v=UZDiGooFs54,2024-07-01,2513778,1058,371590,6.76,3268.9,2.68
5eqRuVp65eY,Welch Labs,AI can't cross this line and we don't know why.,https://www.youtube.com/watch?v=5eqRuVp65eY,2024-09-13,2457456,1447,371590,6.61,3535.9,2.90
W06g7gIfwRE,Welch Labs,Oppenheimer's Gamble - The Plutonium Crisis,https://www.youtube.com/watch?v=W06g7gIfwRE,2023-07-22,2444946,623,371590,6.58,2194.7,1.80
f8CXG7dS-D0,Welch Labs,"The most beautiful equation in math, explained visually [Euler’s Formula]",https://www.youtube.com/watch?v=f8CXG7dS-D0,2024-08-12,1802714,1617,371590,4.85,2479.7,2.03
kYkIdXwW2AE,Welch Labs,Yann LeCun's $1B Bet Against LLMs [Part 1],https://www.youtube.com/watch?v=kYkIdXwW2AE,2026-05-02,962018,2245,371590,2.59,9717.4,7.97
uVKMY-WTrVo,Welch Labs,What is the i really doing in Schrödinger's equation?,https://www.youtube.com/watch?v=uVKMY-WTrVo,2024-11-23,943978,1506,371590,2.54,1512.8,1.24
0VLAoVGf_74,Welch Labs,How DeepSeek Rewrote the Transformer [MLA],https://www.youtube.com/watch?v=0VLAoVGf_74,2025-03-05,935937,1089,371590,2.52,1793.0,1.47
D8GOeCFFby4,Welch Labs,The most complex model we actually understand,https://www.youtube.com/watch?v=D8GOeCFFby4,2025-12-20,844991,2129,371590,2.27,3642.2,2.99
l-9ALe3U-Fg,Welch Labs,ChatGPT is made from 100 million of these [The Perceptron],https://www.youtube.com/watch?v=l-9ALe3U-Fg,2025-02-01,805042,1441,371590,2.17,1453.1,1.19
NrO20Jb-hy0,Welch Labs,The Misconception that Almost Stopped AI [How Models Learn Part 1],https://www.youtube.com/watch?v=NrO20Jb-hy0,2025-05-09,651634,1377,371590,1.75,1425.9,1.17
0fgbMTC30F8,Welch Labs,How Rare is the April 2024 Eclipse?,https://www.youtube.com/watch?v=0fgbMTC30F8,2024-04-07,631492,536,371590,1.70,739.5,0.61
OjIwCOevUew,Welch Labs,The Most Useful Curve in Mathematics [Logarithms],https://www.youtube.com/watch?v=OjIwCOevUew,2024-02-03,474148,1423,371590,1.28,516.5,0.42
qx7hirqgfuU,Welch Labs,Why Deep Learning Works Unreasonably Well [How Models Learn Part 3],https://www.youtube.com/watch?v=qx7hirqgfuU,2025-08-10,379928,2049,371590,1.02,1043.8,0.86
hBkmyJ3TE0g,Welch Labs,Kepler’s Impossible Equation,https://www.youtube.com/watch?v=hBkmyJ3TE0g,2024-10-15,363253,1362,371590,0.98,547.9,0.45
z64a7USuGX0,Welch Labs,What the Books Get Wrong about AI [Double Descent],https://www.youtube.com/watch?v=z64a7USuGX0,2025-10-19,300245,2046,371590,0.81,1021.2,0.84
UGO_Ehywuxc,Welch Labs,The Dark Matter of AI [Mechanistic Interpretability],https://www.youtube.com/watch?v=UGO_Ehywuxc,2024-12-23,292052,1449,371590,0.79,491.7,0.40
2hcsmtkSzIw,Welch Labs,Can humans make AI any better?,https://www.youtube.com/watch?v=2hcsmtkSzIw,2026-01-31,288293,1419,371590,0.78,1517.3,1.24
A9WY_HZUK8Q,Welch Labs,This book should have changed mathematics forever,https://www.youtube.com/watch?v=A9WY_HZUK8Q,2024-02-17,290412,527,371590,0.78,321.3,0.26
Phscjl0u6TI,Welch Labs,How the Bizarre Path of Mars Reshaped Astronomy [Kepler's Laws Part 1],https://www.youtube.com/watch?v=Phscjl0u6TI,2024-05-08,264206,1000,371590,0.71,321.0,0.26
VkHfRKewkWw,Welch Labs,"The F=ma of Artificial Intelligence [Backpropagation, How Models Learn Part 2]",https://www.youtube.com/watch?v=VkHfRKewkWw,2025-06-11,239520,1832,371590,0.64,564.9,0.46
v_jDvpEGTIg,Welch Labs,Yann LeCun's $1B Bet Against LLMs [Part 2],https://www.youtube.com/watch?v=v_jDvpEGTIg,2026-05-30,196776,2457,371590,0.53,2771.5,2.27
NUAb6zHXqdI,Welch Labs,These Numbers Can Make AI Dangerous [Subliminal Learning],https://www.youtube.com/watch?v=NUAb6zHXqdI,2025-09-04,186907,1984,371590,0.50,551.3,0.45
2mrGMMmrVNE,Welch Labs,Inside the World's Smartest Robot Brain [VLA],https://www.youtube.com/watch?v=2mrGMMmrVNE,2026-04-04,177175,2102,371590,0.48,1395.1,1.14
MprJN5teQxc,Welch Labs,How the Bizarre Path of Mars Reshaped Astronomy [Kepler's Laws Part 2],https://www.youtube.com/watch?v=MprJN5teQxc,2024-05-30,148295,914,371590,0.40,185.1,0.15
3VoD3Lnv8YY,Welch Labs,Bohr solves mystery; invents bomb,https://www.youtube.com/watch?v=3VoD3Lnv8YY,2023-07-01,84907,233,371590,0.23,74.8,0.06
BptsHHD5yDg,Welch Labs,A speck of matter god did not welcome into creation,https://www.youtube.com/watch?v=BptsHHD5yDg,2023-07-08,62458,187,371590,0.17,55.4,0.05
DIAKL0s4Mzs,Welch Labs,Self-Driving Cars [S1E4: RALPH],https://www.youtube.com/watch?v=DIAKL0s4Mzs,2019-02-09,58374,779,371590,0.16,21.3,0.02
